대여소그룹,대여소명,대여일자,대여건수
강남구,2301. 현대고등학교 건너편,201906,3909
강남구,2302. 교보타워 버스정류장(신논현역 3번출구 후면),201906,2432
강남구,2303. 논현역 7번출구,201906,1567
강남구,2304. 신영 ROYAL PALACE 앞,201906,559
강남구,2305. MCM 본사 직영점 앞,201906,730
강남구,2306. 압구정역 2번 출구 옆,201906,1926
강남구,2307. 압구정 한양 3차 아파트,201906,2326
강남구,2308. 압구정파출소 앞,201906,1154
강남구,2309. 청담역(우리들병원 앞),201906,584
강남구,2310. 청담동 맥도날드 옆(위치),201906,917
강남구,2311. 학동로 래미안 아파트 앞,201906,592
강남구,2312. 청담역 13번 출구 앞,201906,641
강남구,2313. 금원빌딩 앞,201906,1415
강남구,2314. 청담나들목입구,201906,1017
강남구,2315. 봉은사역 5번출구 옆,201906,2148
강남구,2316. 삼성역 8번출구,201906,1848
강남구,2317. 삼성도로공원,201906,1209
강남구,2318. 삼성중앙역4번출구(문화센터더 리빌),201906,1220
강남구,2319. 포스코4거리 서측(수협 삼성동 지점),201906,763
강남구,2320. 도곡역 대치지구대 방향,201906,1345
강남구,2321. 학여울역 사거리,201906,1174
강남구,2322. 삼성역 3번 출구,201906,1118
강남구,2323. 주식회사 오뚜기 정문 앞,201906,493
강남구,2324. 천주교 대치 2동 교회 옆,201906,1294
강남구,2325. 대치동 버거킹대치점,201906,1437
강남구,2326. 대치동 삼성로,201906,415
강남구,2327. 뱅뱅사거리 랜드마크타워 앞,201906,1598
강남구,2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,201906,986
강남구,2329. 르네상스호텔사거리 역삼지하보도 2번출구,201906,505
강남구,2330. 스타벅스 앞,201906,1107
강남구,2331. 동영문화센터앞,201906,1008
강남구,2332. 선릉역3번출구,201906,1688
강남구,2333. 양재역 3번출구 주변,201906,1723
강남구,2334. 8.삼호@ 2동 ( 간선도로),201906,435
강남구,2335. 3호선 매봉역 3번출구앞,201906,1550
강남구,2336. 강남세브란스교차로 래미안그레이튼 104동 앞,201906,622
강남구,2337. 대모산입구역 2번출구 앞,201906,424
강남구,2339. 현대아파트 정문 앞,201906,608
강남구,2340. 삼호물산버스정류장(23370) 옆,201906,2357
강남구,2341. 일원역 4~5번 출구 사이,201906,322
강남구,2342. 대청역 1번출구 뒤,201906,2096
강남구,2343. 세곡사거리 대왕파출소 앞,201906,209
강남구,2344. 리엔파크 2단지 앞,201906,697
강남구,2347. 두산건설 본사,201906,648
강남구,2348. 포스코사거리(기업은행),201906,2466
강남구,2349. 역삼빌딩 앞(하나은행 옆),201906,931
강남구,2350. 래미안그레이튼102동앞,201906,577
강남구,2351. 청소년수련관(수영장)앞,201906,291
강남구,2352. 서울본부세관(건설회관 앞),201906,489
강남구,2353. 강남구청역 2번출구 뒤,201906,1178
강남구,2354. 청담역 2번출구,201906,362
강남구,2355. 삼성역 5~6번 출구 사이,201906,2220
강남구,2356. 강남구청,201906,873
강남구,2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),201906,871
강남구,2358. 구룡초사거리 (현대아파트10동 앞 ),201906,497
강남구,"2359. 국립국악중,고교 정문 맞은편",201906,874
강남구,2360. 도곡1동 주민센터 교차로,201906,1190
강남구,2361. 압구정역 교차로,201906,1235
강남구,2362. 신사동 가로수길 입구,201906,1239
강남구,2363. 강남 을지병원 교차로,201906,673
강남구,2364. 도산대로 렉서스 앞,201906,110
강남구,2365. K+ 타워 앞,201906,1269
강남구,2368. 도곡동 경남아파트 건너편,201906,533
강남구,2369. KT선릉타워,201906,1140
강남구,2370. 한티역 3번출구,201906,1296
강남구,2371. 한국우편사업진흥원,201906,632
강남구,2372. 대치역 사거리,201906,1601
강남구,2373. 개포동역 사거리,201906,1162
강남구,2375. 수서역 1번출구 앞,201906,677
강남구,2376. 수서역 6번출구 앞,201906,341
강남구,2377. 수서역 5번출구 뒤,201906,2569
강남구,2380. 삼성동베이직하우스앞,201906,528
강남구,2381. 언주역 6번출구앞,201906,744
강남구,2382. 역삼동 sk뷰 501동앞,201906,413
강남구,2383. 보금자리정원,201906,277
강남구,2384. 자곡사거리,201906,2038
강남구,2385. 학동역,201906,1169
강남구,2387. 래미안강남힐즈 사거리,201906,1290
강남구,2388. 강남구 도시관리공단,201906,644
강남구,2389. 경기여자고등학교 후문 (삼성로3길 입구),201906,336
강남구,2390. 구룡마을 입구 (래미안블레스티지 아파트),201906,328
강남구,2391. 구룡터널 입구(개포1단지아파트),201906,47
강남구,2392. 구룡산 입구 (구룡산 서울둘레길 입구),201906,226
강남구,2393. 구룡사 앞 교차로 (보도육교),201906,169
강남구,2395. 개포1단지아파트 입구 (보도육교),201906,133
강남구,2396. 영동3교 북단(우성캐릭터 앞 보도),201906,909
강남구,2398. 더라움,201906,816
강남구,2401. 밀알학교 입구 (삼성서울병원 입구),201906,254
강남구,2403. 공무원연금매점 교차로 (개포주공9단지 입구),201906,143
강남구,2404. 대모산입구역 4번 출구 앞,201906,672
강남구,2405. 청담공원앞 교차로,201906,1278
강남구,2406. 논현동 광명빌딩 앞,201906,444
강남구,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),201906,2193
강남구,2408. 강남한양수자인아파트,201906,768
강남구,2409. 역삼동 디오슈페리움 (우성아파트 사거리),201906,1157
강남구,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),201906,1078
강남구,2411. 세곡동 성당,201906,866
강남구,2412. 일원1동 주민센터,201906,1492
강동구,1001. 광진교 남단 사거리(디지털프라자앞),201906,2586
강동구,1002. 해공공원(천호동),201906,1795
강동구,1003. 해공도서관앞,201906,1215
강동구,1004. 삼성광나루아파트 버스정류장,201906,1567
강동구,1006. 롯데캐슬 115동앞,201906,746
강동구,1007.암사동 선사유적지,201906,160
강동구,1008. 암사역 3번출구(국민은행앞),201906,3275
강동구,1009. 천호역4번출구(현대백화점),201906,4541
강동구,1010. 강동세무서,201906,2977
강동구,1011. LIGA 아파트 앞,201906,3674
강동구,1012. 서울 상운차량,201906,1209
강동구,1013. 강동구청역 1번 출입구,201906,1661
강동구,1014. 강동구평생학습관앞,201906,1325
강동구,1015. 샛마을 근린공원,201906,1408
강동구,1016. 해뜨는 주유소옆 리엔파크 109동앞,201906,671
강동구,1017. 맥도날드(길동),201906,2050
강동구,1018. 둔촌 주공 GS 맞은편,201906,1139
강동구,1019. 다성이즈빌아파트(호원대 대각선 맞은편),201906,3732
강동구,1020. 강동경찰서,201906,3334
강동구,1021. 강일동 리슈빌 빌딩앞,201906,1282
강동구,1022. 길동 사거리(초소앞),201906,1807
강동구,1023. 한국종합기술사옥 앞,201906,1250
강동구,1024. 강동구청 앞,201906,2007
강동구,1025. 상일초등학교,201906,539
강동구,1026. 대명초교 입구 교차로,201906,654
강동구,1027. 프라자 아파트 앞,201906,1051
강동구,1028. 포레스 주상복합 빌딩,201906,1407
강동구,1029. 롯데 시네마,201906,2632
강동구,1030. 미호 플랜트 앞,201906,1495
강동구,1031. 암사동 CBIS,201906,526
강동구,1032. 선사고등학교,201906,460
강동구,1033. 고덕동 아남아파트,201906,937
강동구,1034. 고덕동 래미안 힐스테이트,201906,375
강동구,1035. 고덕역 4번출구,201906,1966
강동구,1036. 고덕동 주양쇼핑,201906,1133
강동구,1037. 강일리버파크 6단지,201906,225
강동구,1038. 강일 다솜 어린이 공원,201906,162
강동구,1039. 고덕초등학교,201906,168
강동구,1041. 묘곡초등학교,201906,770
강동구,1042. 강일리버파크 2~5단지,201906,533
강동구,1044. 굽은다리역,201906,4092
강동구,1047. 건강보험 강동지사kt,201906,2156
강동구,1048. 동부기업(둔촌동),201906,1922
강동구,1049. 강일리버파크 10단지,201906,603
강동구,1050. 둔촌역 3번 출입구,201906,4335
강동구,1051. 양지시장 (용성약국앞) 입구,201906,1346
강동구,1052. 리싸이클시티,201906,312
강동구,1053. 동명근린공원 진입로 (아리수로),201906,269
강동구,1054. 말우물 어린이 공원,201906,133
강동구,1056. 강일리버파크 7~11단지,201906,410
강동구,1057. 능골근린공원,201906,460
강동구,1058. 고덕숲 아이파크 1,201906,217
강동구,1059. 래미안 강동팰리스(102동),201906,1833
강동구,1060. 천일초교 사거리,201906,841
강동구,1061. 천호초교 입구 사거리(일주빌딩),201906,1129
강동구,1062. 고덕숲 아이파크 2,201906,238
강동구,3539. 서원마을,201906,166
강북구,"1501. 미아역 3번,4번 출구 사이",201906,1861
강북구,1503. 이디야 커피 수유역점 앞,201906,3883
강북구,1504. 다이소 삼양시장점,201906,628
강북구,1506. 강북문화예술회관,201906,1164
강북구,1509. 서울북부수도사업소,201906,900
강북구,1510. 번동주공5단지 관리사무소 앞,201906,307
강북구,1511. 번동 금호어울림아파트102동앞,201906,264
강북구,1512. 강북중학교 앞,201906,1283
강북구,1513. 강북구청 뒷편,201906,555
강북구,1514. 강북구청 사거리 버스정류소 앞,201906,1945
강북구,1515. 송천동 주민센터,201906,720
강북구,1516. 우이초등학교 후문 옆,201906,722
강북구,1518. SK telecom(수유직영점) 앞,201906,702
강북구,1519. 세븐일레븐 수유장미원점 앞,201906,713
강북구,1520. 성실교회,201906,1265
강북구,1522. 월드전기조명인테리어(우이동),201906,400
강북구,1525. 미아동 복합청사,201906,597
강북구,1526. 수유동 채선당앞,201906,790
강북구,1527. 미아역 1번 출구 뒤,201906,995
강북구,1528. 삼각산동 주민센터,201906,750
강북구,1529. 미아동 한국전력공사,201906,1691
강북구,1530. 광산사거리,201906,1474
강북구,1531. 미아사거리 1번 출구,201906,2822
강북구,1532. 번3동 주민센터 교차로,201906,813
강북구,"1533. 번동 주공3, 4단지 교차로",201906,1467
강북구,1534. 북서울 꿈의 숲 동문,201906,796
강북구,1535. 효성인텔리안 앞,201906,2890
강북구,1536. 번동 두산위브 101동 옆,201906,1164
강북구,1537. 북한산 우이역,201906,595
강북구,1538. 솔밭공원역,201906,662
강북구,1539. 4.19민주묘지역,201906,1522
강북구,1540. 가오리역,201906,867
강북구,1541. 삼양역,201906,495
강북구,1542. 삼양사거리역,201906,578
강북구,1543. 수유1동 주민센터,201906,809
강북구,1545. 솔샘역 2번 출구,201906,506
강북구,1546. 송천동우체국,201906,966
강북구,1547. 꿈의숲 롯데캐슬,201906,425
강북구,1548. 북서울 꿈의숲 서문,201906,779
강서구,1101. 개화동상사마을종점 버스정류장,201906,139
강서구,1102. 방화사거리 마을버스 버스정류장,201906,1388
강서구,1103. 방화역 4번출구앞,201906,1446
강서구,1105. 방화근린공원,201906,320
강서구,1106. 신방화사거리,201906,1732
강서구,1108. 공항시장역 2번출구 뒤,201906,918
강서구,1109. 공항시장역 4번출구,201906,678
강서구,1110. 공항중학교앞,201906,708
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,201906,1165
강서구,1112. 마곡엠밸리4단지 정문,201906,4038
강서구,1113. 서남환경공원 버스정류장,201906,1499
강서구,1114. 서남물재생센터 버스정류장,201906,243
강서구,1115. 등촌역 1번출구옆,201906,1386
강서구,1117. 스타벅스앞,201906,2558
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),201906,3447
강서구,1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),201906,2275
강서구,1120. 대림경동아파트앞,201906,1953
강서구,1121. 가양레포츠센터앞,201906,1887
강서구,1122. 황금내근린공원,201906,2433
강서구,1124. 발산역 6번출구옆(다이소앞),201906,3220
강서구,1125. 명덕고교입구(영종빌딩),201906,2067
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),201906,1500
강서구,1127. 화곡역(에이스정형외과앞) 버스정류장,201906,1677
강서구,1128. 화곡역 6번출구,201906,1143
강서구,1129. 화곡역 1번 출구 앞,201906,1605
강서구,1130. 화곡본동시장 버스정류장,201906,720
강서구,1131. 꿈돌이공원 앞,201906,2168
강서구,1132. 등촌역 7번출구,201906,1667
강서구,1135. 강서구의회,201906,1656
강서구,1136. 등촌2파출소,201906,796
강서구,1137. 등촌2동주민센터,201906,489
강서구,1139. 용문사 버스정류장,201906,1326
강서구,1140. 목동사거리 버스정류장,201906,1562
강서구,1141. 곰달래 문화복지센터 1-1,201906,1518
강서구,1145. 곰달래 문화복지센터 1-2,201906,1018
강서구,1146. 곰달래사거리,201906,1073
강서구,1148. 볏골공원,201906,904
강서구,1149. 신방화역환승주차장,201906,3245
강서구,1150. 송정역 1번출구,201906,2848
강서구,1151. 마곡역1번출구,201906,1415
강서구,1152. 마곡역교차로,201906,1733
강서구,"1153. 발산역 1번, 9번 인근 대여소",201906,5591
강서구,1155. 기쁜우리복지관,201906,2357
강서구,1157. 강서구청,201906,1926
강서구,1158. 가양역 8번출구,201906,5599
강서구,1159. 서서울모터리움앞,201906,1745
강서구,1160. 양천향교역 7번출구앞,201906,6310
강서구,1161. 강서면허시험장앞,201906,389
강서구,1162. 공항초등학교건너편,201906,1209
강서구,1163. 방화동강서기동대앞,201906,1052
강서구,1165. 마곡중학교 후문,201906,791
강서구,1166. 강서구립등빛도서관,201906,3260
강서구,1167. 마곡수명산파크3단지 교차로,201906,2982
강서구,1168. 마곡엠밸리10단지 앞,201906,1402
강서구,1169. 염창역 1번 출구,201906,2002
강서구,1170. 강서구보건소 (삼성디지털 프라자),201906,1162
강서구,1171. 염창동 새마을금고 건너편 (모닝글로리),201906,1641
강서구,1172. 가양3동 주민센터,201906,1326
강서구,1173. 강서구청사거리(SH타워),201906,3005
강서구,1174. 강서구청사거리(부민병원),201906,1066
강서구,1175. 대한항공 인력개발센터,201906,994
강서구,1177. 수명중?고교,201906,1145
강서구,1178. 개화산역 2번 출구,201906,1136
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,201906,1205
강서구,1181. 농수산식품공사 (강서지사),201906,273
강서구,1182. KBS 스포츠월드,201906,2154
강서구,1183. KC 대학교,201906,321
강서구,1184. 마곡13단지,201906,1421
강서구,1185. 등촌9단지,201906,1552
강서구,1186. 송정중학교,201906,574
강서구,1187. 강서수산물도매시장,201906,373
강서구,1188. 롯데중앙연구소,201906,624
강서구,1190. 마곡역 교차로(2번출구),201906,756
강서구,1191. 마곡역 교차로(NH농협),201906,2521
강서구,1192. 마곡수명산파크 209동 건너편,201906,1349
강서구,1193. 마곡센트럴타워 1차,201906,1968
강서구,1194. 센서텍㈜,201906,1075
강서구,1195. 코오롱One&Only타워,201906,2031
강서구,1196. 서울식물원(문화센터) 건너편,201906,793
강서구,1197. 엘펠리체 호텔 건너편,201906,3506
강서구,1198. LG 사이언스파크,201906,948
강서구,1199. 우장산역 3번출구,201906,1603
강서구,1200. 개화광역환승센터,201906,228
강서구,2701. 마곡나루역 5번출구 뒤편,201906,6659
강서구,2702. 마곡 엠밸리2단지,201906,846
